Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	15163842	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	16894399	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	20658522	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	15374980	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	14967461	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	14737100	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	20110044	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	14633707	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	18803986	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	DrugBank	14751502	NA	NA	NA	II
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	16483772	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	20143778	IC50	=	 10	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	19815412	IC50	=	 124	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	20817523	IC50	=	 140	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22101132	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22182581	IC50	=	 10.3	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22101132	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22037378	KD	=	 7	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22169601	IC50	=	 60	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	16777410	IC50	=	 10	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	18183025	KD	=	 7	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	22037378	Kd	=	7	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	21334203	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	25305330	IC50	=	 2.7	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 7000	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	21080629	IC50	=	 4.5	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	18500794	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	20346655	IC50	=	 100	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	22372864	IC50	=	 36.3	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	21454582	IC50	=	 13	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	18287036	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	20166671	IC50	=	 10	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	19815412	IC50	=	 3	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	12467226	IC50	=	9.800000191	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	15711537	KD	=	 11	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	14684309	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	19111461	IC50	=	 9	III
Lapatinib Ditosylate	ERBB2	Protein	P04626	Homo sapiens	BindingDB	19888761	IC50	=	 36	III
Lapatinib Ditosylate	MAPK6	Protein	Q16659	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAPK6	Protein	Q16659	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	TAOK2	Protein	Q9UL54	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	HDAC8	Protein	Q9BY41	Homo sapiens	BindingDB	21080629	IC50	>	10000	III
Lapatinib Ditosylate	MYLK3	Protein	Q32MK0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	ADCK3	Protein	Q8NI60	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	ADCK3	Protein	Q8NI60	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	ITK	Protein	Q08881	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	ITK	Protein	Q08881	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	VRK2	Protein	Q86Y07	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CHUK	Protein	O15111	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	IRAK1	Protein	P51617	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CDK3	Protein	Q00526	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	CDK3	Protein	Q00526	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	EPHB6	Protein	O15197	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	SRMS	Protein	Q9H3Y6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	SRMS	Protein	Q9H3Y6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	ACVR1	Protein	Q04771	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	ACVR1	Protein	Q04771	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	AKT1	Protein	P31749	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	AKT1	Protein	P31749	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAP4K2	Protein	Q12851	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CHEK1	Protein	O14757	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CHEK1	Protein	O14757	Homo sapiens	BindingDB	18183025	KD	>	1	III
Lapatinib Ditosylate	GRK4	Protein	P32298	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	FLT1	Protein	P17948	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	FLT1	Protein	P17948	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	WEE2	Protein	P0C1S8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PKMYT1	Protein	Q99640	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PKMYT1	Protein	Q99640	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	CSF1R	Protein	P07333	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	CSF1R	Protein	P07333	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	LTK	Protein	P29376	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	LTK	Protein	P29376	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	CDK19	Protein	Q9BWU1	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	CDK19	Protein	Q9BWU1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	OXSR1	Protein	O95747	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	AAK1	Protein	Q2M2I8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	AAK1	Protein	Q2M2I8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	SRPK2	Protein	P78362	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	SRPK2	Protein	P78362	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	RPS6KA3	Protein	P51812	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	RPS6KA3	Protein	P51812	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PRPF4B	Protein	Q13523	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	STK26	Protein	Q9P289	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	STK26	Protein	Q9P289	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	JAK2	Protein	O60674	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	JAK2	Protein	O60674	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	DDR2	Protein	Q16832	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	DDR2	Protein	Q16832	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	AURKC	Protein	Q9UQB9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	AURKC	Protein	Q9UQB9	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	BRSK2	Protein	Q8IWQ3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	BRSK2	Protein	Q8IWQ3	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	LATS2	Protein	Q9NRM7	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	LATS2	Protein	Q9NRM7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	SIK2	Protein	Q9H0K1	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	SIK2	Protein	Q9H0K1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	SIK3	Protein	Q9Y2K2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAPK10	Protein	P53779	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAPK10	Protein	P53779	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	CDC42BPB	Protein	Q9Y5S2	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	CDC42BPB	Protein	Q9Y5S2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PRKCE	Protein	Q02156	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PRKCE	Protein	Q02156	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MYO3B	Protein	Q8WXR4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MYO3B	Protein	Q8WXR4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	IKBKB	Protein	O14920	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PRKCD	Protein	Q05655	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PRKCD	Protein	Q05655	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MAP3K2	Protein	Q9Y2U5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PLK2	Protein	Q9NYY3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MYLK4	Protein	Q86YV6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MYLK4	Protein	Q86YV6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	RIOK2	Protein	Q9BVS4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	SGK3	Protein	Q96BR1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	EPHB3	Protein	P54753	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	EPHB3	Protein	P54753	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	HUNK	Protein	P57058	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	FGFR3	Protein	P22607	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	FGFR3	Protein	P22607	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	FGFR3	Protein	P22607	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	FGFR3	Protein	P22607	Homo sapiens	BindingDB	18183025	KD	>	1	III
Lapatinib Ditosylate	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	TYRO3	Protein	Q06418	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MAP4K3	Protein	Q8IVH8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAP4K3	Protein	Q8IVH8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MARK4	Protein	Q96L34	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MARK4	Protein	Q96L34	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MAPK9	Protein	P45984	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAPK9	Protein	P45984	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PLK4	Protein	O00444	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PLK4	Protein	O00444	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	ROCK1	Protein	Q13464	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	HDAC6	Protein	Q9UBN7	Homo sapiens	BindingDB	21080629	IC50	>	10000	III
Lapatinib Ditosylate	PRKCI	Protein	P41743	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAP3K10	Protein	Q02779	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MAP3K10	Protein	Q02779	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	NEK1	Protein	Q96PY6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	NEK1	Protein	Q96PY6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	STK3	Protein	Q13188	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	STK3	Protein	Q13188	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	KDR	Protein	P35968	Homo sapiens	BindingDB	22169601	IC50	>	10000	III
Lapatinib Ditosylate	KDR	Protein	P35968	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	KDR	Protein	P35968	Homo sapiens	BindingDB	25305330	IC50	>	200000	III
Lapatinib Ditosylate	KDR	Protein	P35968	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	EIF2AK4	Protein	Q9P2K8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	EIF2AK4	Protein	Q9P2K8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAP3K4	Protein	Q9Y6R4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAP3K4	Protein	Q9Y6R4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PRKD1	Protein	Q15139	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PRKD1	Protein	Q15139	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAP3K3	Protein	Q99759	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAPK4	Protein	P31152	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MAPK4	Protein	P31152	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MAPK11	Protein	Q15759	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MAPK11	Protein	Q15759	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	EPHB2	Protein	P29323	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	EPHB2	Protein	P29323	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MYLK2	Protein	Q9H1R3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MYLK2	Protein	Q9H1R3	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	KCNH2	Protein	Q12809	Homo sapiens	BindingDB	25087753	IC50	=	 100000000	III
Lapatinib Ditosylate	STK39	Protein	Q9UEW8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	18183025	KD	>	1	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	RIPK1	Protein	Q13546	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	RIPK1	Protein	Q13546	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PKN2	Protein	Q16513	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PKN2	Protein	Q16513	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	JAK1	Protein	P23458	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	JAK1	Protein	P23458	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	JAK1	Protein	P23458	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	TNNI3K	Protein	Q59H18	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	TNNI3K	Protein	Q59H18	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	TESK1	Protein	Q15569	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	TESK1	Protein	Q15569	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PDGFRB	Protein	P09619	Homo sapiens	BindingDB	21080629	IC50	=	 8500	III
Lapatinib Ditosylate	PDGFRB	Protein	P09619	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	PDGFRB	Protein	P09619	Homo sapiens	BindingDB	25305330	IC50	>	200000	III
Lapatinib Ditosylate	PDGFRB	Protein	P09619	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	RAF1	Protein	P04049	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	RAF1	Protein	P04049	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	INSR	Protein	P06213	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	INSR	Protein	P06213	Homo sapiens	BindingDB	21080629	IC50	=	 17000	III
Lapatinib Ditosylate	INSR	Protein	P06213	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	TNK2	Protein	Q07912	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	TNK2	Protein	Q07912	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PDPK1	Protein	O15530	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	PDPK1	Protein	O15530	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	12214266	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	15163842	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	16894399	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	20658522	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	15374980	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	14967461	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	14737100	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	20110044	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	14633707	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	18803986	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	DrugBank	14751502	NA	NA	NA	II
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 2100	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 0.920000	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 3.5	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 3.9	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	15711537	KD	=	 5.5	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	21080629	IC50	=	 2.9	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	19111461	IC50	=	 11	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 2.1	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 2.8	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 1.2	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 3900	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	IUPHAR	12467226	IC50	=	10.19999981	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 3.9	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 4.2	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 860	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 2.2	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 3500	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22595177	IC50	=	 9	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 8600	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22101132	IC50	=	 10	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 2400	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 4.2	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	18287036	IC50	=	 11	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	20143778	IC50	=	 11	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 1200	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	20817523	IC50	=	 433	III
Lapatinib Ditosylate	EGFR	Protein	P00533	Homo sapiens	BindingDB	22169601	IC50	=	 8.9	III
